client_id,birthdate,state,gender
cx37968,1974-04-20,st15,cg2
cx21216,1994-08-25,st03,cg2
cx07377,1981-01-22,st01,cg2
cx03802,1968-06-21,st24,cg1
cx17226,1962-10-22,st03,cg1
cx06424,1989-05-11,st15,cg2
cx03731,1989-06-30,st04,cg1
cx03459,1950-01-27,st15,cg1
cx38619,1986-07-03,st26,cg1
cx36324,1979-01-25,st15,cg1
cx08188,1985-05-07,st22,cg1
cx16303,1993-07-26,st16,cg2
cx11288,1975-12-13,st13,cg2
cx34281,1969-07-25,st13,cg2
cx35482,1985-04-19,st16,cg2
cx25589,1962-09-13,st23,cg1
cx17880,1980-12-31,st03,cg1
cx22084,1987-01-15,st21,cg1
cx02439,1972-03-20,st15,cg2
cx17786,1988-04-21,st04,cg1
cx08101,1980-07-09,st15,cg1
cx35483,1953-03-10,st25,cg2
cx35950,1972-02-27,st15,cg1
cx01326,1979-07-25,st15,cg2
cx21445,1944-10-14,st22,cg1
cx36039,1992-06-13,st22,cg1
cx31203,1990-09-01,st09,cg1
cx36357,1961-07-22,st01,cg2
cx03498,1959-08-11,st15,cg1
cx10106,1978-02-14,st15,cg2
cx18994,1992-02-20,st15,cg2
cx35617,1979-03-14,st03,cg2
cx11072,1950-06-28,st24,cg1
cx15940,1949-08-02,st15,cg1
cx37567,1957-09-29,st21,cg1
cx09263,1985-05-12,st15,cg1
cx20454,1983-04-18,st16,cg2
cx05060,1962-12-13,st09,cg2
cx14794,1971-12-10,st16,cg2
cx13236,1992-05-07,st26,cg1
cx14968,1964-09-16,st15,cg1
cx12705,1965-11-17,st25,cg1
cx16956,1990-11-17,st04,cg1
cx34429,1988-01-21,st04,cg1
cx08466,1948-02-22,st04,cg1
cx13993,1959-10-17,st15,cg2
cx30778,1967-03-04,st15,cg1
cx32518,1962-02-08,st04,cg1
cx26700,1988-08-21,st04,cg2
cx06545,1978-02-18,st15,cg1
cx16557,1966-06-03,st04,cg2
cx31480,1983-06-09,st15,cg1
cx18437,1992-11-26,st15,cg2
cx23082,1988-09-23,st04,cg2
cx20392,1970-06-24,st15,cg2
cx15916,1982-08-02,st24,cg2
cx04095,1970-07-02,st15,cg1
cx09463,1989-08-17,st15,cg1
cx18117,1954-03-08,st21,cg1
cx01355,1988-08-22,st24,cg2
cx04935,1989-08-18,st04,cg2
cx34308,1980-09-02,st15,cg1
cx15111,1980-06-22,st15,cg1
cx11267,1993-03-09,st24,cg1
cx15767,1992-04-30,st25,cg2
cx02302,1972-06-17,st16,cg1
cx16764,1965-06-27,st25,cg2
cx04125,1994-07-07,st18,cg2
cx15027,1992-06-30,st04,cg1
cx14986,1977-02-13,st15,cg2
cx37038,1958-10-14,st16,cg2
cx28155,1980-04-02,st24,cg1
cx02504,1972-05-28,st15,cg2
cx09204,1961-08-04,st22,cg1
cx00468,1956-11-19,st25,cg2
cx21996,1970-03-27,st22,cg2
cx38680,1965-12-31,st24,cg1
cx11353,1988-12-18,st01,cg2
cx01170,1983-12-05,st01,cg2
cx28587,1956-11-23,st03,cg1
cx23784,1986-05-14,st08,cg2
cx30247,1974-12-04,st25,cg2
cx36270,1986-12-02,st04,cg1
cx02135,1988-10-21,st15,cg1
cx33633,1956-05-05,st02,cg1
cx00043,1975-07-15,st25,cg1
cx08290,1985-08-22,st15,cg1
cx04050,1978-09-01,st02,cg1
cx16224,1975-09-23,st15,cg1
cx24466,1992-12-19,st15,cg1
cx19952,1962-12-19,st15,cg1
cx18320,1985-08-10,st25,cg1
cx26528,1990-09-02,st15,cg1
cx33790,1980-05-16,st08,cg1
cx10761,1979-08-09,st15,cg2
cx14952,1962-06-23,st25,cg1
cx34157,1988-01-09,st25,cg1
cx33575,1992-02-28,st04,cg2
cx23001,1978-09-13,st15,cg1
cx22051,1973-06-09,st15,cg2
cx37133,1971-02-08,st09,cg2
cx32504,1984-03-16,st23,cg2
cx34006,1981-03-02,st22,cg2
cx11153,1988-08-05,st15,cg2
cx11317,1952-04-14,st08,cg1
cx17917,1992-08-19,st04,cg2
cx02331,1987-05-25,st15,cg1
cx02327,1981-10-16,st21,cg2
cx25045,1987-10-30,st25,cg1
cx13156,1985-10-10,st15,cg1
cx20573,1981-05-21,st15,cg2
cx36012,1982-08-04,st15,cg1
cx16856,1972-11-18,st09,cg1
cx20607,1978-04-14,st22,cg1
cx17231,1958-12-14,st21,cg2
cx03796,1967-06-28,st09,cg1
cx13080,1987-03-16,st22,cg1
cx03684,1980-03-27,st25,cg2
cx28959,1989-08-06,st15,cg1
cx34204,1963-05-28,st15,cg1
cx23884,1982-06-17,st18,cg2
cx08642,1981-05-30,st15,cg1
cx15478,1987-10-01,st04,cg2
cx17300,1952-08-23,st04,cg2
cx13196,1980-09-19,st25,cg1
cx22262,1990-07-18,st04,cg1
cx09730,1992-10-21,st23,cg1
cx09711,1960-01-21,st25,cg2
cx36960,1979-08-09,st26,cg1
cx22848,1986-01-30,st15,cg2
cx37864,1964-04-18,st25,cg2
cx24280,1975-08-02,st23,cg2
cx09959,1949-11-26,st15,cg1
cx32584,1966-10-19,st22,cg2
cx33139,1980-07-17,st21,cg1
cx16250,1981-05-12,st15,cg2
cx33525,1980-06-09,st15,cg2
cx16482,1950-02-01,st15,cg2
cx00423,1962-06-18,st08,cg2
cx24223,1965-01-28,st22,cg2
cx23772,1959-11-13,st09,cg2
cx11151,1991-05-30,st21,cg1
cx00772,1993-08-04,st15,cg1
cx09279,1949-09-24,st24,cg1
cx21018,1964-01-19,st15,cg2
cx23227,1957-07-13,st15,cg2
cx25931,1982-10-07,st15,cg1
cx32614,1966-03-18,st22,cg2
cx15536,1988-05-10,st21,cg2
cx21550,1993-09-04,st15,cg2
cx29334,1987-01-07,st25,cg1
cx08397,1983-10-27,st15,cg1
cx06144,1984-03-29,st15,cg2
cx17955,1985-10-11,st15,cg1
cx04114,1968-02-08,st09,cg2
cx23401,1976-03-04,st25,cg2
cx16544,1990-01-01,st15,cg2
cx27737,1953-10-05,st16,cg2
cx17742,1994-06-02,st15,cg1
cx04744,1987-06-23,st15,cg1
cx03486,1976-07-30,st21,cg2
cx04008,1951-04-25,st21,cg1
cx30286,1980-06-14,st22,cg2
cx34931,1994-01-27,st15,cg1
cx18725,1984-08-09,st15,cg1
cx15086,1970-10-07,st25,cg1
cx09516,1987-11-02,st22,cg2
cx29806,1983-01-21,st16,cg1
cx16772,1987-09-28,st15,cg1
cx33572,1979-10-17,st15,cg1
cx00450,1989-09-29,st21,cg1
cx29624,1964-08-13,st04,cg2
cx18348,1976-07-31,st25,cg1
cx30015,1988-12-03,st15,cg1
cx03377,1957-07-15,st15,cg2
cx01373,1990-02-24,st21,cg1
cx38313,1989-09-02,st15,cg1
cx04610,1990-04-10,st15,cg1
cx07144,1976-08-01,st11,cg1
cx28605,1975-04-08,st16,cg1
cx13275,1983-06-23,st22,cg2
cx34609,1983-06-16,st15,cg2
cx36084,1992-08-10,st01,cg1
cx37096,1974-05-05,st18,cg2
cx32851,1957-04-20,st24,cg1
cx12073,1968-03-20,st01,cg1
cx35338,1965-10-21,st24,cg2
cx12118,1998-07-21,st04,cg1
cx33589,1978-01-04,st03,cg2
cx36787,1954-02-01,st25,cg1
cx01315,1985-05-28,st21,cg1
cx13259,1980-05-16,st15,cg1
cx16938,1989-06-22,st09,cg1
cx27169,1980-04-26,st15,cg1
cx34535,1978-11-02,st04,cg2
cx05295,1993-09-17,st15,cg2
cx30158,1986-12-04,st22,cg1
cx03447,1979-09-09,st08,cg2
cx28361,1987-09-30,st21,cg2
cx06350,1982-08-03,st22,cg1
cx34858,1960-10-01,st15,cg1
cx09971,1987-04-18,st15,cg2
cx09230,1964-02-07,st15,cg2
cx20116,1963-10-27,st25,cg1
cx04442,1987-05-04,st15,cg1
cx19451,1988-02-01,st26,cg2
cx01958,1985-01-03,st25,cg2
cx19913,1982-10-21,st25,cg1
cx29294,1982-03-12,st21,cg1
cx09003,1979-01-12,st15,cg1
cx21601,1983-09-24,st04,cg1
cx02355,1971-12-09,st21,cg1
cx10322,1993-10-07,st15,cg2
cx14727,1956-05-07,st15,cg1
cx07414,1993-10-15,st25,cg2
cx27202,1957-03-16,st22,cg2
cx05381,1984-04-07,st26,cg2
cx18226,1968-05-30,st15,cg1
cx20644,1986-12-16,st15,cg1
cx03416,1979-12-21,st15,cg2
cx26316,1981-12-11,st03,cg2
cx03035,1954-12-09,st22,cg2
cx38616,1968-11-01,st15,cg2
cx15761,1987-05-10,st22,cg1
cx12103,1970-07-30,st01,cg1
cx18033,1977-01-24,st08,cg2
cx14801,1977-05-31,st15,cg1
cx29709,1992-06-30,st21,cg1
cx31210,1989-10-24,st15,cg2
cx26828,1981-04-24,st16,cg2
cx29678,1981-12-22,st25,cg1
cx15288,1972-08-02,st15,cg2
cx00382,1964-06-07,st04,cg1
cx00478,1990-07-04,st21,cg2
cx09820,1980-04-13,st25,cg2
cx21168,1993-09-11,st21,cg1
cx03825,1985-10-03,st24,cg1
cx38380,1964-01-27,st15,cg2
cx01587,1990-01-01,st01,cg2
cx08040,1982-10-17,st15,cg2
cx19128,1947-05-31,st25,cg2
cx03570,1988-12-27,st15,cg1
cx23846,1965-09-15,st16,cg2
cx18915,1973-06-16,st21,cg1
cx19407,1976-06-14,st25,cg1
cx07650,1986-01-01,st25,cg1
cx17542,1953-11-15,st15,cg2
cx35499,1967-07-15,st15,cg2
cx25904,1988-04-08,st25,cg2
cx03326,1966-11-23,st15,cg1
cx25655,1975-07-16,st24,cg1
cx10818,1947-09-06,st09,cg1
cx23792,1940-01-15,st25,cg1
cx04334,1964-10-22,st22,cg2
cx04602,1987-07-13,st15,cg2
cx38586,1985-09-17,st25,cg2
cx12622,1992-02-24,st21,cg2
cx25148,1965-11-17,st15,cg1
cx14734,1993-12-21,st15,cg1
cx27932,1981-12-29,st15,cg2
cx13488,1982-10-06,st15,cg1
cx26455,1969-10-19,st21,cg1
cx37522,1982-04-10,st15,cg1
cx21896,1979-04-02,st01,cg1
cx06960,1960-02-05,st15,cg2
cx34472,1981-10-20,st08,cg1
cx27206,1963-05-24,st13,cg2
cx19011,1991-05-05,st15,cg2
cx26770,1976-04-24,st15,cg1
cx35685,1977-06-14,st21,cg1
cx27410,1994-10-31,st15,cg2
cx22697,1982-04-22,st15,cg1
cx23368,1994-09-06,st25,cg1
cx37839,1994-08-22,st16,cg1
cx06163,1967-05-23,st22,cg2
cx06243,1980-02-21,st04,cg2
cx26066,1982-02-20,st15,cg1
cx36582,1962-12-24,st15,cg1
cx28896,1960-06-17,st04,cg2
cx03332,1981-03-01,st15,cg1
cx19374,1992-06-10,st04,cg2
cx04910,1968-04-17,st15,cg1
cx38599,1989-03-30,st16,cg1
cx11888,1984-07-29,st02,cg1
cx15840,1992-04-25,st15,cg1
cx24853,1983-06-21,st15,cg2
cx18076,1980-11-16,st24,cg1
cx00659,1980-02-14,st24,cg2
cx26211,1985-09-19,st01,cg1
cx16934,1980-03-09,st24,cg2
cx38442,1984-11-05,st01,cg1
cx36744,1981-12-28,st22,cg2
cx05944,1981-08-31,st22,cg1
cx06346,1972-08-17,st22,cg1
cx26458,1959-03-22,st09,cg2
cx19563,1982-08-12,st24,cg1
cx24665,1985-01-17,st01,cg1
cx00019,1980-07-28,st22,cg1
cx21889,1983-10-01,st22,cg2
cx38464,1982-01-28,st16,cg2
cx20185,1984-02-12,st22,cg1
cx36908,1990-07-02,st01,cg1
cx34309,1972-01-03,st26,cg1
cx02392,1974-10-18,st16,cg1
cx14963,1986-03-03,st03,cg1
cx27663,1987-04-28,st03,cg1
cx24345,1986-07-15,st24,cg2
cx31512,1969-09-26,st03,cg1
cx01804,1988-06-16,st01,cg1
cx14215,1952-02-20,st01,cg2
cx16497,1985-12-14,st24,cg1
cx06729,1987-01-07,st24,cg2
cx38258,1974-02-25,st03,cg1
cx27215,1978-03-27,st24,cg1
cx05702,1980-02-26,st16,cg2
cx33916,1975-10-11,st16,cg1
cx23874,1981-11-09,st09,cg1
cx35316,1977-03-10,st03,cg1
cx10289,1980-01-31,st15,cg1
cx37170,1978-07-30,st09,cg2
cx09509,1989-12-14,st22,cg1
cx23418,1975-08-24,st03,cg1
cx25245,1978-05-28,st24,cg2
cx35087,1980-12-25,st03,cg2
cx34914,1979-12-21,st24,cg1
cx07438,1987-02-04,st24,cg1
cx26690,1988-11-30,st22,cg2
cx23937,1989-08-03,st22,cg1
cx24123,1977-08-10,st03,cg1
cx14609,1985-09-11,st22,cg1
cx33312,1987-11-24,st01,cg2
cx36082,1985-04-21,st22,cg2
cx05028,1950-10-30,st01,cg2
cx14621,1974-12-30,st22,cg1
cx01224,1999-05-24,st03,cg2
cx34749,1990-04-11,st22,cg2
cx18667,1988-07-01,st22,cg1
cx05024,1964-06-03,st22,cg1
cx08728,1953-05-14,st16,cg2
cx04753,1987-10-09,st03,cg2
cx21280,1981-05-06,st09,cg1
cx26665,1988-06-08,st11,cg1
cx27037,1988-01-28,st03,cg2
cx15094,1982-10-11,st16,cg1
cx27518,1971-09-09,st16,cg1
cx27100,1987-04-29,st22,cg1
cx31793,1989-10-10,st16,cg1
cx36070,1985-06-03,st01,cg2
cx34241,1969-01-09,st23,cg1
cx24118,1981-01-25,st03,cg1
cx27674,1984-07-12,st16,cg1
cx12246,1989-03-16,st24,cg1
cx31367,1971-07-24,st01,cg2
cx09750,1952-09-15,st16,cg2
cx11007,1984-10-17,st16,cg2
cx18082,1985-05-06,st09,cg1
cx30431,1965-09-06,st16,cg2
cx13213,1965-02-26,st23,cg2
cx14827,1954-11-23,st03,cg2
cx23908,1949-06-10,st22,cg1
cx08173,1950-04-20,st22,cg1
cx14644,1963-01-07,st22,cg1
cx08658,1954-03-04,st16,cg2
cx17685,1960-08-25,st22,cg1
cx25760,1953-04-08,st23,cg1
cx35021,1960-07-16,st03,cg2
cx32961,1976-03-18,st01,cg1
cx33392,1988-01-31,st16,cg2
cx10004,1960-08-12,st22,cg2
cx31870,1990-11-27,st16,cg1
cx06648,1955-01-19,st09,cg1
cx33691,1969-08-25,st24,cg2
cx10141,1963-04-20,st16,cg2
cx28429,1983-05-26,st01,cg1
cx12696,1967-01-16,st16,cg2
cx01120,1973-11-21,st12,cg1
cx26497,1967-01-06,st24,cg1
cx21395,1972-05-02,st24,cg2
cx01179,1964-07-09,st22,cg1
cx37597,1962-09-14,st03,cg2
cx27534,1969-11-06,st22,cg1
cx27862,1961-04-15,st03,cg1
cx03049,1979-07-30,st12,cg1
cx16779,1979-12-21,st01,cg1
cx04047,1961-03-22,st09,cg1
cx01980,1969-06-11,st15,cg1
cx31695,1971-03-09,st16,cg2
cx10077,1962-04-17,st11,cg2
cx37049,1973-10-16,st22,cg2
cx05920,1971-10-24,st16,cg2
cx04692,1982-04-05,st01,cg2
cx28272,1968-07-30,st03,cg2
cx12649,1976-04-29,st22,cg1
cx34075,1981-12-10,st18,cg1
cx30486,1988-08-05,st23,cg2
cx16755,1963-07-29,st09,cg1
cx11522,1973-01-08,st11,cg1
cx25012,1963-08-02,st01,cg1
cx19436,1978-04-02,st04,cg1
cx13756,1984-06-29,st22,cg2
cx00153,1968-05-23,st01,cg1
cx00340,1974-06-12,st11,cg2
cx31361,1965-04-29,st03,cg1
cx24471,1975-06-16,st22,cg1
cx38671,1963-08-05,st16,cg1
cx27620,1975-08-29,st22,cg2
cx11510,1972-02-19,st01,cg2
cx26395,1975-11-02,st22,cg1
cx13150,1969-07-17,st16,cg1
cx01236,1968-08-11,st22,cg2
cx03404,1965-08-03,st01,cg1
cx16666,1969-10-18,st24,cg1
cx02503,1964-11-27,st16,cg2
cx01654,1967-03-17,st22,cg1
cx05023,1982-02-26,st11,cg2
cx00676,1975-03-13,st09,cg2
cx16278,1977-10-02,st09,cg2
cx15991,1972-04-08,st09,cg1
cx36789,1981-11-10,st01,cg2
cx38631,1977-05-12,st16,cg2
cx27626,1983-03-10,st01,cg1
cx24529,1970-10-12,st03,cg1
cx36238,1972-08-16,st03,cg1
cx06168,1977-05-29,st22,cg1
cx00752,1973-08-18,st16,cg1
cx32873,1974-01-28,st22,cg1
cx11603,1974-04-13,st15,cg1
cx24480,1966-02-06,st22,cg1
cx27837,1980-12-23,st22,cg2
cx25807,1965-12-23,st09,cg1
cx02830,1978-10-02,st22,cg1
cx14719,1977-09-01,st22,cg2
cx38809,2010-08-20,st01,cg1
cx28426,1978-10-26,st01,cg2
cx19674,1972-01-31,st15,cg2
cx07161,1971-04-18,st24,cg2
cx38135,1985-02-22,st25,cg1
cx30750,1964-03-12,st15,cg1
cx18884,1979-08-03,st25,cg2
cx30535,1992-03-14,st25,cg2
cx15637,1953-07-17,st15,cg1
cx28238,1992-04-14,st15,cg1
cx15465,1991-01-25,st15,cg1
cx06370,1987-05-18,st15,cg2
cx14228,1994-09-19,st15,cg1
cx31462,1990-01-01,st11,cg1
cx30447,1977-07-31,st15,cg1
cx29136,1992-08-02,st25,cg1
cx18080,1989-08-03,st25,cg1
cx01953,1977-03-18,st15,cg2
cx17979,1992-07-26,st04,cg2
cx10873,1976-01-25,st25,cg1
cx00063,1982-06-29,st21,cg1
cx05463,1969-03-13,st15,cg1
cx02272,1975-06-26,st15,cg2
cx23811,1993-02-11,st11,cg1
cx14013,1981-01-13,st04,cg1
cx37612,1994-08-24,st21,cg2
cx23740,1944-08-13,st21,cg1
cx21881,1961-10-30,st15,cg1
cx17935,1975-11-09,st09,cg2
cx00414,1992-02-10,st15,cg2
cx38579,1979-12-17,st23,cg1
cx09368,1951-09-10,st13,cg2
cx15692,1977-06-30,st15,cg1
cx37488,1949-05-02,st22,cg2
cx27992,1977-06-19,st21,cg2
cx31320,1951-03-15,st22,cg1
cx20682,1977-01-20,st15,cg1
cx24264,1995-02-08,st15,cg2
cx31825,1985-12-03,st08,cg2
cx21749,1963-12-01,st09,cg1
cx38077,1993-04-20,st15,cg2
cx07178,1985-09-20,st15,cg1
cx11491,1989-04-27,st16,cg1
cx23998,1983-10-27,st15,cg2
cx25322,1989-01-07,st21,cg2
cx32861,1985-10-25,st22,cg1
cx06125,1979-11-09,st15,cg1
cx31976,1983-04-06,st15,cg1
cx22240,1982-03-28,st15,cg1
cx25917,1965-03-30,st16,cg2
cx30637,1991-12-19,st15,cg1
cx06660,1987-05-26,st15,cg2
cx31777,1988-08-27,st15,cg1
cx21326,1984-05-01,st22,cg1
cx06468,1968-10-30,st22,cg1
cx13496,1986-10-08,st25,cg1
cx29688,1992-02-17,st24,cg1
cx21472,1985-11-20,st18,cg1
cx23690,1987-12-09,st25,cg2
cx21237,1982-01-29,st25,cg2
cx11167,1985-01-15,st21,cg1
cx32261,1988-08-04,st15,cg2
cx15797,1977-01-05,st15,cg1
cx16445,1983-03-02,st21,cg1
cx06958,1965-09-26,st01,cg1
cx04897,1974-12-17,st15,cg1
cx05167,1961-11-17,st21,cg1
cx12399,1985-09-26,st09,cg2
cx38260,1980-06-23,st22,cg1
cx16012,1971-02-09,st13,cg1
cx24193,1972-05-17,st25,cg1
cx26059,1995-03-11,st04,cg1
cx28218,1995-03-26,st01,cg2
cx33118,1999-06-14,st04,cg2
cx26260,1991-10-10,st03,cg1
cx08130,1981-10-25,st15,cg2
cx33086,1983-01-27,st15,cg2
cx21010,1954-04-12,st15,cg1
cx36384,1968-06-21,st25,cg1
cx16566,1968-07-11,st22,cg2
cx27818,1985-05-02,st16,cg1
cx27943,1972-12-06,st09,cg1
cx08819,1978-12-18,st18,cg1
cx10070,1982-05-13,st15,cg2
cx03967,1950-06-28,st15,cg1
cx10119,1985-11-02,st15,cg2
cx30083,1981-11-04,st04,cg1
cx29885,1987-03-06,st24,cg2
cx06967,1979-06-07,st04,cg2
cx03409,1976-03-09,st21,cg1
cx04000,1985-10-01,st15,cg2
cx04311,1988-05-11,st15,cg2
cx35312,1988-01-13,st21,cg2
cx06299,1993-02-16,st25,cg1
cx35106,1957-11-26,st15,cg1
cx22021,1978-08-09,st09,cg1
cx11790,1977-10-14,st15,cg1
cx38489,1962-07-07,st15,cg2
cx01506,1994-10-05,st03,cg2
cx32156,1961-08-08,st03,cg1
cx25863,1993-08-08,st03,cg1
cx19284,1973-04-05,st25,cg1
cx25832,1987-08-19,st22,cg1
cx17533,1998-01-13,st15,cg2
cx06007,1985-07-15,st15,cg1
cx21149,2010-10-10,st15,cg2
cx16561,1980-02-09,st15,cg1
cx37918,1975-03-05,st01,cg2
cx12356,1993-07-16,st21,cg1
cx38124,1991-08-01,st04,cg1
cx05770,1967-12-15,st08,cg2
cx20548,1982-01-06,st25,cg1
cx23592,1986-12-03,st15,cg1
cx15721,1990-09-18,st15,cg2
cx08084,1978-04-15,st03,cg1
cx03675,1992-11-13,st09,cg1
cx38459,1990-12-20,st03,cg1
cx26909,1987-02-25,st18,cg2
cx11466,1949-09-14,st15,cg1
cx09887,1976-08-10,st21,cg1
cx22517,1962-09-20,st16,cg2
cx04186,1985-01-29,st23,cg1
cx14811,1994-03-05,st15,cg2
cx06361,1982-01-16,st04,cg2
cx13493,1986-02-27,st22,cg2
cx29619,1977-12-31,st15,cg1
cx01770,1968-03-19,st22,cg1
cx37617,1986-11-12,st21,cg1
cx25261,1968-06-22,st13,cg1
cx24482,1970-07-23,st18,cg1
cx31348,1982-06-10,st15,cg2
cx12944,1963-04-09,st22,cg1
cx14878,1983-02-14,st09,cg1
cx28411,1982-03-25,st21,cg2
cx16834,1986-06-17,st25,cg1
cx33061,1981-11-02,st16,cg2
cx30007,1973-08-30,st15,cg1
cx24302,1996-08-23,st15,cg1
cx18275,1988-10-11,st25,cg1
cx05967,1962-09-05,st15,cg1
cx32125,1976-02-18,st15,cg1
cx27348,1976-08-06,st22,cg2
cx20999,1985-12-04,st04,cg1
cx12126,1935-05-11,st22,cg1
cx06959,1991-05-11,st15,cg1
cx37774,1991-04-04,st21,cg2
cx35225,1981-02-18,st15,cg2
cx01853,1990-02-24,st25,cg1
cx12573,1945-12-03,st09,cg2
cx11688,1963-04-07,st21,cg1
cx05643,1940-02-13,st15,cg1
cx15555,1994-01-28,st02,cg1
cx08263,1977-10-08,st21,cg2
cx25171,1986-10-15,st09,cg1
cx31826,1991-02-04,st25,cg2
cx30045,1975-09-20,st02,cg1
cx37040,1982-04-28,st23,cg1
cx16209,1978-10-16,st22,cg1
cx14610,1992-01-15,st24,cg1
cx27328,1982-01-17,st15,cg1
cx29222,1975-05-01,st09,cg2
cx08044,1991-10-13,st25,cg1
cx16689,1979-02-28,st13,cg2
cx10255,1981-02-28,st04,cg2
cx20305,1980-02-09,st25,cg1
cx28499,1976-05-28,st16,cg1
cx28630,1988-08-23,st08,cg1
cx17336,1973-06-13,st25,cg1
cx23921,1983-01-11,st21,cg2
cx05906,1981-05-08,st21,cg1
cx00469,1984-06-23,st15,cg2
cx17002,1993-11-11,st08,cg1
cx30730,1992-05-25,st04,cg2
cx22290,1985-01-14,st15,cg1
cx18372,1992-09-22,st15,cg1
cx35190,1979-10-14,st15,cg2
cx32670,1974-04-23,st21,cg1
cx02657,1983-12-17,st25,cg1
cx05519,1986-02-06,st25,cg2
cx37730,1946-12-08,st15,cg2
cx24669,1993-06-25,st15,cg2
cx21652,1990-01-01,st25,cg2
cx09235,1981-11-05,st09,cg2
cx04798,1987-08-17,st15,cg2
cx20873,1980-10-28,st25,cg2
cx19418,1978-04-15,st01,cg2
cx27783,1971-02-25,st15,cg1
cx23501,1987-08-01,st15,cg1
cx04353,1979-11-04,st16,cg1
cx14094,1994-05-14,st16,cg1
cx24544,1964-06-02,st15,cg2
cx23709,1992-09-17,st18,cg2
cx08531,1992-01-09,st25,cg2
cx00114,1987-10-03,st03,cg2
cx33013,1975-09-12,st16,cg2
cx34845,1989-03-28,st01,cg1
cx10120,1974-10-14,st04,cg1
cx20512,1983-11-20,st03,cg2
cx11821,1978-06-27,st15,cg1
cx34133,1988-03-16,st16,cg1
cx15820,1994-11-05,st03,cg1
cx38151,1978-05-12,st15,cg1
cx16520,1986-10-08,st01,cg1
cx06559,1978-03-24,st22,cg1
cx32945,1989-07-10,st25,cg2
cx28257,1990-09-10,st03,cg2
cx31040,1982-06-09,st15,cg2
cx00426,1993-02-01,st09,cg2
cx34509,1970-12-28,st11,cg2
cx34564,1962-03-01,st21,cg1
cx14226,1991-05-24,st03,cg2
cx05236,1981-09-10,st16,cg2
cx09581,1988-09-13,st15,cg2
cx30805,1990-07-05,st21,cg2
cx32214,1985-04-07,st21,cg2
cx38210,1975-11-16,st15,cg1
cx09306,1994-11-23,st15,cg2
cx17660,1975-01-21,st15,cg2
cx31603,1969-07-19,st25,cg1
cx38132,1987-06-17,st15,cg1
cx08831,1976-04-24,st25,cg2
cx34578,1994-06-14,st15,cg2
cx34562,1988-08-28,st21,cg1
cx18180,1988-03-21,st04,cg1
cx17442,1979-08-09,st25,cg2
cx10157,1978-06-12,st22,cg2
cx02630,1979-04-20,st04,cg1
cx29861,1953-08-22,st15,cg1
cx36420,1960-08-03,st25,cg1
cx28561,1994-01-08,st15,cg1
cx35261,1967-08-18,st15,cg2
cx21405,1981-06-07,st16,cg1
cx27610,1984-07-18,st01,cg2
cx17810,1956-04-02,st16,cg2
cx32043,1989-03-20,st22,cg1
cx02380,1981-12-24,st15,cg1
cx17546,1958-03-01,st15,cg2
cx03547,1978-09-07,st15,cg1
cx31795,1989-06-15,st11,cg1
cx14620,1989-10-27,st11,cg2
cx03652,1988-01-30,st16,cg2
cx19543,1948-03-11,st25,cg2
cx35012,1950-01-30,st25,cg1
cx30413,1983-03-09,st15,cg2
cx38391,1990-07-27,st15,cg1
cx36303,1950-02-18,st08,cg2
cx08823,1990-06-19,st01,cg2
cx10114,1982-12-27,st15,cg2
cx12078,1987-06-19,st09,cg2
cx31083,1978-11-09,st16,cg2
cx36644,1983-05-19,st15,cg2
cx06154,1991-03-31,st21,cg2
cx05818,1984-06-13,st25,cg1
cx18331,1994-03-14,st15,cg2
cx28397,1983-02-24,st15,cg2
cx16840,1991-09-28,st15,cg1
cx14467,1968-06-19,st25,cg2
cx29026,1992-02-14,st15,cg1
cx24743,1952-05-15,st22,cg2
cx23134,1994-12-12,st13,cg2
cx22744,1992-04-21,st22,cg2
cx04178,1967-01-30,st22,cg1
cx19164,1989-03-13,st15,cg1
cx27666,1993-09-18,st21,cg1
cx18384,1987-12-01,st26,cg1
cx24803,1983-07-25,st16,cg2
cx38719,1946-03-07,st15,cg2
cx27484,1970-11-11,st15,cg1
cx31211,1995-01-03,st25,cg1
cx28281,1988-06-29,st15,cg1
cx16828,1988-10-02,st03,cg2
cx27081,1975-01-03,st04,cg2
cx17717,1952-02-08,st02,cg2
cx19651,1985-02-20,st15,cg2
cx23039,1990-01-24,st25,cg2
cx06038,1987-09-18,st15,cg1
cx20240,1993-12-10,st15,cg2
cx16008,1987-06-06,st15,cg2
cx19329,1975-01-22,st25,cg2
cx15054,1964-05-30,st15,cg1
cx31718,1983-08-31,st25,cg1
cx06386,1992-11-13,st25,cg1
cx00988,1989-08-10,st22,cg1
cx13555,1981-03-30,st15,cg1
cx11762,1992-03-18,st21,cg2
cx28723,1993-04-24,st21,cg2
cx06955,1978-07-04,st15,cg2
cx26069,1980-02-08,st26,cg2
cx14578,1972-08-26,st15,cg1
cx07204,1977-04-21,st15,cg2
cx05047,1987-11-18,st01,cg2
cx04588,1983-10-23,st22,cg1
cx31692,1986-08-04,st11,cg2
cx28239,1988-10-22,st25,cg2
cx29713,1975-05-04,st15,cg1
cx00512,1982-06-08,st21,cg1
cx25791,1987-10-30,st03,cg2
cx03334,1962-07-17,st01,cg1
cx00751,1991-02-20,st16,cg1
cx38183,1981-12-08,st15,cg2
cx10843,1976-05-19,st01,cg2
cx32957,1984-04-30,st15,cg2
cx11464,1975-06-14,st02,cg1
cx18775,1963-10-16,st01,cg1
