product_id,category_lv0,category_lv1,category_lv2,category_lv3,category_lv4
px02355,mk20,mk20:176,mk20:176:530,mk20:176:530:251,mk20:176:530:251:01004
px10680,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:06695
px06180,mk25,mk25:279,mk25:279:020,mk25:279:020:103,mk25:279:020:103:03414
px00774,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:02826
px05708,mk25,mk25:192,mk25:192:167,mk25:192:167:103,mk25:192:167:103:06971
px11864,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:01960
px05201,mk25,mk25:215,mk25:215:103,mk25:215:103:099,mk25:215:103:099:06016
px10015,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:05760
px00642,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:02977
px06799,mk25,mk25:067,mk25:067:287,mk25:067:287:103,mk25:067:287:103:07610
px10196,mk06,mk06:245,mk06:245:226,mk06:245:226:103,mk06:245:226:103:02645
px06606,mk06,mk06:245,mk06:245:226,mk06:245:226:103,mk06:245:226:103:03166
px08109,mk25,mk25:228,mk25:228:103,mk25:228:103:103,mk25:228:103:103:02550
px04310,mk25,mk25:219,mk25:219:103,mk25:219:103:103,mk25:219:103:103:05422
px05205,mk03,mk03:291,mk03:291:531,mk03:291:531:195,mk03:291:531:195:10495
px00866,mk03,mk03:291,mk03:291:531,mk03:291:531:195,mk03:291:531:195:09957
px05517,mk29,mk29:155,mk29:155:103,mk29:155:103:103,mk29:155:103:103:03232
px08046,mk03,mk03:291,mk03:291:531,mk03:291:531:103,mk03:291:531:103:01502
px12113,mk07,mk07:111,mk07:111:112,mk07:111:112:103,mk07:111:112:103:06478
px07908,mk03,mk03:291,mk03:291:531,mk03:291:531:103,mk03:291:531:103:00331
px12518,mk22,mk22:001,mk22:001:391,mk22:001:391:103,mk22:001:391:103:03584
px07945,mk29,mk29:256,mk29:256:103,mk29:256:103:103,mk29:256:103:103:09395
px07703,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:10073
px08517,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:10073
px00963,mk31,mk31:088,mk31:088:178,mk31:088:178:103,mk31:088:178:103:06618
px09397,mk31,mk31:088,mk31:088:200,mk31:088:200:103,mk31:088:200:103:01665
px08531,mk05,mk05:072,mk05:072:056,mk05:072:056:182,mk05:072:056:182:04691
px08869,mk31,mk31:088,mk31:088:159,mk31:088:159:103,mk31:088:159:103:01149
px05959,mk29,mk29:068,mk29:068:330,mk29:068:330:107,mk29:068:330:107:04502
px03310,mk31,mk31:088,mk31:088:159,mk31:088:159:103,mk31:088:159:103:05178
px02167,mk31,mk31:088,mk31:088:200,mk31:088:200:103,mk31:088:200:103:04250
px00364,mk29,mk29:209,mk29:209:043,mk29:209:043:103,mk29:209:043:103:01235
px03724,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:09647
px02826,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:05307
px08138,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:02630
px03598,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:05341
px04727,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:09057
px00547,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:00709
px02941,mk30,mk30:288,mk30:288:263,mk30:288:263:103,mk30:288:263:103:05081
px00472,mk29,mk29:171,mk29:171:103,mk29:171:103:103,mk29:171:103:103:00062
px01642,mk29,mk29:171,mk29:171:103,mk29:171:103:103,mk29:171:103:103:05837
px06884,mk30,mk30:288,mk30:288:263,mk30:288:263:103,mk30:288:263:103:06528
px03339,mk30,mk30:288,mk30:288:263,mk30:288:263:103,mk30:288:263:103:06295
px05895,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:02530
px01173,mk30,mk30:288,mk30:288:026,mk30:288:026:103,mk30:288:026:103:08164
px10289,mk10,mk10:078,mk10:078:103,mk10:078:103:103,mk10:078:103:103:07786
px05274,mk29,mk29:186,mk29:186:373,mk29:186:373:103,mk29:186:373:103:01847
px05747,mk10,mk10:078,mk10:078:103,mk10:078:103:103,mk10:078:103:103:09098
px10870,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:09771
px07293,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:10559
px07347,mk10,mk10:018,mk10:018:508,mk10:018:508:263,mk10:018:508:263:07309
px11565,mk22,mk22:098,mk22:098:272,mk22:098:272:103,mk22:098:272:103:09964
px06012,mk52,mk52:059,mk52:059:103,mk52:059:103:103,mk52:059:103:103:06169
px10823,mk22,mk22:168,mk22:168:205,mk22:168:205:116,mk22:168:205:116:01447
px01411,mk22,mk22:168,mk22:168:205,mk22:168:205:116,mk22:168:205:116:01447
px07744,mk22,mk22:168,mk22:168:205,mk22:168:205:087,mk22:168:205:087:10263
px06831,mk22,mk22:168,mk22:168:205,mk22:168:205:087,mk22:168:205:087:10263
px10359,mk22,mk22:168,mk22:168:205,mk22:168:205:103,mk22:168:205:103:01021
px09426,mk22,mk22:168,mk22:168:205,mk22:168:205:120,mk22:168:205:120:08698
px02695,mk22,mk22:168,mk22:168:205,mk22:168:205:116,mk22:168:205:116:04869
px00816,mk22,mk22:168,mk22:168:205,mk22:168:205:087,mk22:168:205:087:06990
px02132,mk22,mk22:168,mk22:168:205,mk22:168:205:103,mk22:168:205:103:08726
px01798,mk20,mk20:286,mk20:286:383,mk20:286:383:103,mk20:286:383:103:02983
px04576,mk20,mk20:286,mk20:286:383,mk20:286:383:103,mk20:286:383:103:01143
px05191,mk20,mk20:286,mk20:286:383,mk20:286:383:103,mk20:286:383:103:08453
px03123,mk29,mk29:186,mk29:186:373,mk29:186:373:103,mk29:186:373:103:05403
px05366,mk28,mk28:015,mk28:015:103,mk28:015:103:103,mk28:015:103:103:08370
px07114,mk22,mk22:098,mk22:098:272,mk22:098:272:103,mk22:098:272:103:08903
px04276,mk05,mk05:072,mk05:072:056,mk05:072:056:182,mk05:072:056:182:01805
px11709,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:03138
px03090,mk12,mk12:119,mk12:119:196,mk12:119:196:103,mk12:119:196:103:02401
px07913,mk44,mk44:189,mk44:189:180,mk44:189:180:016,mk44:189:180:016:03628
px10722,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:07522
px12639,mk44,mk44:189,mk44:189:180,mk44:189:180:016,mk44:189:180:016:05173
px08035,mk44,mk44:189,mk44:189:180,mk44:189:180:016,mk44:189:180:016:01708
px05254,mk44,mk44:189,mk44:189:180,mk44:189:180:016,mk44:189:180:016:01708
px00238,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:06567
px01533,mk44,mk44:189,mk44:189:180,mk44:189:180:221,mk44:189:180:221:03764
px11917,mk44,mk44:189,mk44:189:180,mk44:189:180:221,mk44:189:180:221:03764
px11580,mk23,mk23:134,mk23:134:411,mk23:134:411:149,mk23:134:411:149:00098
px03411,mk44,mk44:189,mk44:189:180,mk44:189:180:016,mk44:189:180:016:07393
px02832,mk44,mk44:189,mk44:189:180,mk44:189:180:016,mk44:189:180:016:07393
px11525,mk44,mk44:189,mk44:189:180,mk44:189:180:016,mk44:189:180:016:01664
px01536,mk44,mk44:189,mk44:189:180,mk44:189:180:016,mk44:189:180:016:01664
px03880,mk44,mk44:189,mk44:189:457,mk44:189:457:103,mk44:189:457:103:05593
px05303,mk44,mk44:189,mk44:189:457,mk44:189:457:103,mk44:189:457:103:05593
px12368,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:01518
px01300,mk44,mk44:189,mk44:189:180,mk44:189:180:020,mk44:189:180:020:10231
px05500,mk44,mk44:189,mk44:189:180,mk44:189:180:020,mk44:189:180:020:10231
px05861,mk44,mk44:189,mk44:189:180,mk44:189:180:020,mk44:189:180:020:10430
px09056,mk44,mk44:189,mk44:189:180,mk44:189:180:020,mk44:189:180:020:10430
px01481,mk44,mk44:189,mk44:189:180,mk44:189:180:020,mk44:189:180:020:09722
px02794,mk44,mk44:189,mk44:189:180,mk44:189:180:020,mk44:189:180:020:09722
px07800,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:02091
px12382,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:07098
px05092,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:03751
px02330,mk06,mk06:069,mk06:069:460,mk06:069:460:103,mk06:069:460:103:03413
px06351,mk23,mk23:134,mk23:134:411,mk23:134:411:149,mk23:134:411:149:05414
px09533,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:00611
px10399,mk06,mk06:020,mk06:020:012,mk06:020:012:103,mk06:020:012:103:06408
px10957,mk06,mk06:069,mk06:069:103,mk06:069:103:103,mk06:069:103:103:06097
px03662,mk06,mk06:069,mk06:069:103,mk06:069:103:103,mk06:069:103:103:04853
px00556,mk23,mk23:134,mk23:134:411,mk23:134:411:149,mk23:134:411:149:05056
px04826,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:09636
px01164,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:04625
px05681,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:09984
px12547,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:01538
px04716,mk23,mk23:134,mk23:134:411,mk23:134:411:149,mk23:134:411:149:06172
px00398,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:03649
px09842,mk23,mk23:134,mk23:134:411,mk23:134:411:191,mk23:134:411:191:06520
px02507,mk23,mk23:134,mk23:134:411,mk23:134:411:191,mk23:134:411:191:02325
px11132,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:01728
px06850,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:08104
px09951,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:08175
px10144,mk05,mk05:072,mk05:072:056,mk05:072:056:182,mk05:072:056:182:01487
px09933,mk20,mk20:101,mk20:101:345,mk20:101:345:227,mk20:101:345:227:07474
px08642,mk31,mk31:088,mk31:088:159,mk31:088:159:103,mk31:088:159:103:09184
px00724,mk17,mk17:029,mk17:029:484,mk17:029:484:007,mk17:029:484:007:02596
px00301,mk17,mk17:029,mk17:029:484,mk17:029:484:007,mk17:029:484:007:02596
px10626,mk05,mk05:072,mk05:072:056,mk05:072:056:182,mk05:072:056:182:05330
px10106,mk03,mk03:291,mk03:291:425,mk03:291:425:103,mk03:291:425:103:01281
px04295,mk03,mk03:291,mk03:291:425,mk03:291:425:103,mk03:291:425:103:07646
px05818,mk12,mk12:220,mk12:220:106,mk12:220:106:135,mk12:220:106:135:00885
px04186,mk21,mk21:089,mk21:089:103,mk21:089:103:103,mk21:089:103:103:02989
px08558,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:04704
px05964,mk50,mk50:264,mk50:264:103,mk50:264:103:103,mk50:264:103:103:01976
px12449,mk50,mk50:264,mk50:264:103,mk50:264:103:103,mk50:264:103:103:09820
px03143,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:00932
px08396,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:04020
px11134,mk50,mk50:264,mk50:264:103,mk50:264:103:103,mk50:264:103:103:09496
px03206,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:00932
px04956,mk50,mk50:211,mk50:211:103,mk50:211:103:103,mk50:211:103:103:08470
px04583,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:05632
px11461,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:05632
px12118,mk50,mk50:211,mk50:211:103,mk50:211:103:103,mk50:211:103:103:04005
px07248,mk50,mk50:211,mk50:211:103,mk50:211:103:103,mk50:211:103:103:01822
px09246,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:06564
px09955,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:06564
px01153,mk30,mk30:194,mk30:194:190,mk30:194:190:103,mk30:194:190:103:04200
px01213,mk30,mk30:194,mk30:194:190,mk30:194:190:103,mk30:194:190:103:09638
px04504,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:08574
px10391,mk10,mk10:086,mk10:086:288,mk10:086:288:103,mk10:086:288:103:10106
px12282,mk10,mk10:086,mk10:086:288,mk10:086:288:103,mk10:086:288:103:10106
px09234,mk10,mk10:086,mk10:086:288,mk10:086:288:103,mk10:086:288:103:06654
px05428,mk10,mk10:086,mk10:086:288,mk10:086:288:103,mk10:086:288:103:06654
px12564,mk10,mk10:179,mk10:179:103,mk10:179:103:103,mk10:179:103:103:09927
px12102,mk10,mk10:179,mk10:179:103,mk10:179:103:103,mk10:179:103:103:09927
px00666,mk10,mk10:179,mk10:179:103,mk10:179:103:103,mk10:179:103:103:02355
px11400,mk10,mk10:179,mk10:179:103,mk10:179:103:103,mk10:179:103:103:02355
px00643,mk10,mk10:179,mk10:179:103,mk10:179:103:103,mk10:179:103:103:03519
px11695,mk10,mk10:179,mk10:179:103,mk10:179:103:103,mk10:179:103:103:03519
px03768,mk16,mk16:024,mk16:024:180,mk16:024:180:166,mk16:024:180:166:08961
px04273,mk10,mk10:071,mk10:071:401,mk10:071:401:103,mk10:071:401:103:00384
px11873,mk10,mk10:071,mk10:071:401,mk10:071:401:103,mk10:071:401:103:00384
px00787,mk10,mk10:071,mk10:071:401,mk10:071:401:103,mk10:071:401:103:05635
px02858,mk09,mk09:181,mk09:181:465,mk09:181:465:103,mk09:181:465:103:03206
px03203,mk10,mk10:071,mk10:071:401,mk10:071:401:103,mk10:071:401:103:08056
px08445,mk03,mk03:092,mk03:092:397,mk03:092:397:103,mk03:092:397:103:02356
px06926,mk03,mk03:092,mk03:092:397,mk03:092:397:103,mk03:092:397:103:02356
px04188,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:07433
px11176,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:07433
px10496,mk21,mk21:089,mk21:089:497,mk21:089:497:103,mk21:089:497:103:01120
px04825,mk21,mk21:089,mk21:089:103,mk21:089:103:103,mk21:089:103:103:02989
px02906,mk52,mk52:059,mk52:059:549,mk52:059:549:103,mk52:059:549:103:01351
px04627,mk20,mk20:161,mk20:161:016,mk20:161:016:170,mk20:161:016:170:04475
px06211,mk22,mk22:001,mk22:001:391,mk22:001:391:103,mk22:001:391:103:02766
px00997,mk22,mk22:203,mk22:203:180,mk22:203:180:103,mk22:203:180:103:01444
px09746,mk22,mk22:203,mk22:203:180,mk22:203:180:103,mk22:203:180:103:01444
px09057,mk12,mk12:220,mk12:220:106,mk12:220:106:135,mk12:220:106:135:08982
px07226,mk12,mk12:220,mk12:220:400,mk12:220:400:072,mk12:220:400:072:00612
px05524,mk12,mk12:220,mk12:220:106,mk12:220:106:135,mk12:220:106:135:05257
px09974,mk12,mk12:220,mk12:220:103,mk12:220:103:103,mk12:220:103:103:04455
px00157,mk12,mk12:220,mk12:220:103,mk12:220:103:103,mk12:220:103:103:03874
px09575,mk21,mk21:089,mk21:089:135,mk21:089:135:103,mk21:089:135:103:06819
px03086,mk35,mk35:072,mk35:072:177,mk35:072:177:182,mk35:072:177:182:03558
px08823,mk12,mk12:220,mk12:220:400,mk12:220:400:189,mk12:220:400:189:06068
px01553,mk48,mk48:061,mk48:061:050,mk48:061:050:204,mk48:061:050:204:06326
px08147,mk17,mk17:118,mk17:118:214,mk17:118:214:259,mk17:118:214:259:00374
px06689,mk17,mk17:139,mk17:139:248,mk17:139:248:015,mk17:139:248:015:05923
px08205,mk17,mk17:139,mk17:139:248,mk17:139:248:015,mk17:139:248:015:05923
px03796,mk22,mk22:168,mk22:168:205,mk22:168:205:116,mk22:168:205:116:09035
px00496,mk22,mk22:168,mk22:168:292,mk22:168:292:103,mk22:168:292:103:03299
px06724,mk22,mk22:168,mk22:168:292,mk22:168:292:103,mk22:168:292:103:03299
px02322,mk50,mk50:249,mk50:249:103,mk50:249:103:103,mk50:249:103:103:02656
px06861,mk29,mk29:039,mk29:039:296,mk29:039:296:103,mk29:039:296:103:05384
px12317,mk29,mk29:155,mk29:155:103,mk29:155:103:103,mk29:155:103:103:07911
px00152,mk44,mk44:189,mk44:189:180,mk44:189:180:202,mk44:189:180:202:10511
px06715,mk44,mk44:189,mk44:189:180,mk44:189:180:202,mk44:189:180:202:10511
px09627,mk50,mk50:264,mk50:264:103,mk50:264:103:103,mk50:264:103:103:04057
px07110,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:06711
px08658,mk17,mk17:029,mk17:029:484,mk17:029:484:140,mk17:029:484:140:08766
px01739,mk17,mk17:029,mk17:029:484,mk17:029:484:140,mk17:029:484:140:08766
px03002,mk17,mk17:029,mk17:029:103,mk17:029:103:103,mk17:029:103:103:07186
px11221,mk17,mk17:029,mk17:029:103,mk17:029:103:103,mk17:029:103:103:07186
px09929,mk17,mk17:153,mk17:153:103,mk17:153:103:103,mk17:153:103:103:00619
px10155,mk17,mk17:153,mk17:153:103,mk17:153:103:103,mk17:153:103:103:00619
px11391,mk22,mk22:001,mk22:001:391,mk22:001:391:103,mk22:001:391:103:03961
px11103,mk22,mk22:001,mk22:001:391,mk22:001:391:103,mk22:001:391:103:10181
px02884,mk22,mk22:001,mk22:001:391,mk22:001:391:103,mk22:001:391:103:00586
px03721,mk05,mk05:072,mk05:072:056,mk05:072:056:182,mk05:072:056:182:09611
px11145,mk16,mk16:008,mk16:008:044,mk16:008:044:136,mk16:008:044:136:09040
px10794,mk16,mk16:024,mk16:024:180,mk16:024:180:060,mk16:024:180:060:08562
px11700,mk16,mk16:024,mk16:024:180,mk16:024:180:060,mk16:024:180:060:08562
px05472,mk16,mk16:028,mk16:028:103,mk16:028:103:103,mk16:028:103:103:04718
px10776,mk16,mk16:028,mk16:028:103,mk16:028:103:103,mk16:028:103:103:06122
px08179,mk16,mk16:028,mk16:028:103,mk16:028:103:103,mk16:028:103:103:06122
px02277,mk10,mk10:231,mk10:231:103,mk10:231:103:103,mk10:231:103:103:08062
px04824,mk06,mk06:020,mk06:020:012,mk06:020:012:103,mk06:020:012:103:00604
px04705,mk06,mk06:020,mk06:020:012,mk06:020:012:103,mk06:020:012:103:07648
px04462,mk06,mk06:020,mk06:020:012,mk06:020:012:103,mk06:020:012:103:03458
px00344,mk06,mk06:020,mk06:020:012,mk06:020:012:103,mk06:020:012:103:08282
px06729,mk06,mk06:020,mk06:020:173,mk06:020:173:103,mk06:020:173:103:08098
px04137,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:04584
px09308,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:04584
px11720,mk50,mk50:070,mk50:070:103,mk50:070:103:103,mk50:070:103:103:06682
px06859,mk10,mk10:179,mk10:179:140,mk10:179:140:103,mk10:179:140:103:06998
px02224,mk10,mk10:179,mk10:179:140,mk10:179:140:103,mk10:179:140:103:06998
px04197,mk10,mk10:179,mk10:179:222,mk10:179:222:103,mk10:179:222:103:07653
px02585,mk10,mk10:179,mk10:179:222,mk10:179:222:103,mk10:179:222:103:07653
px05936,mk10,mk10:179,mk10:179:222,mk10:179:222:103,mk10:179:222:103:09283
px09665,mk06,mk06:020,mk06:020:173,mk06:020:173:103,mk06:020:173:103:08518
px05082,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:08820
px07863,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:08820
px07174,mk06,mk06:020,mk06:020:173,mk06:020:173:103,mk06:020:173:103:01340
px11564,mk30,mk30:194,mk30:194:190,mk30:194:190:103,mk30:194:190:103:05540
px04735,mk06,mk06:214,mk06:214:210,mk06:214:210:103,mk06:214:210:103:06787
px07252,mk06,mk06:214,mk06:214:210,mk06:214:210:103,mk06:214:210:103:10001
px01466,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:08972
px04594,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:08972
px02235,mk16,mk16:024,mk16:024:180,mk16:024:180:179,mk16:024:180:179:09234
px07445,mk16,mk16:024,mk16:024:180,mk16:024:180:179,mk16:024:180:179:09234
px03904,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:02818
px05841,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:02818
px00284,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:08827
px11724,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:08827
px06058,mk22,mk22:168,mk22:168:292,mk22:168:292:103,mk22:168:292:103:10519
px11239,mk17,mk17:251,mk17:251:088,mk17:251:088:003,mk17:251:088:003:08050
px08700,mk17,mk17:251,mk17:251:088,mk17:251:088:003,mk17:251:088:003:08050
px09799,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:04577
px04152,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:04577
px12236,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:03726
px07047,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:03726
px08841,mk29,mk29:155,mk29:155:103,mk29:155:103:029,mk29:155:103:029:00565
px02122,mk25,mk25:023,mk25:023:219,mk25:023:219:108,mk25:023:219:108:00409
px06740,mk16,mk16:024,mk16:024:180,mk16:024:180:166,mk16:024:180:166:06505
px05013,mk03,mk03:291,mk03:291:391,mk03:291:391:103,mk03:291:391:103:05740
px05860,mk03,mk03:291,mk03:291:213,mk03:291:213:103,mk03:291:213:103:09623
px09759,mk03,mk03:291,mk03:291:213,mk03:291:213:103,mk03:291:213:103:10506
px10424,mk03,mk03:291,mk03:291:531,mk03:291:531:195,mk03:291:531:195:01286
px03162,mk22,mk22:100,mk22:100:277,mk22:100:277:103,mk22:100:277:103:08336
px02631,mk22,mk22:098,mk22:098:272,mk22:098:272:103,mk22:098:272:103:08607
px11738,mk22,mk22:098,mk22:098:486,mk22:098:486:103,mk22:098:486:103:04368
px10771,mk22,mk22:098,mk22:098:272,mk22:098:272:103,mk22:098:272:103:09137
px08463,mk22,mk22:098,mk22:098:486,mk22:098:486:103,mk22:098:486:103:02211
px11351,mk39,mk39:014,mk39:014:187,mk39:014:187:103,mk39:014:187:103:04471
px01204,mk39,mk39:201,mk39:201:449,mk39:201:449:103,mk39:201:449:103:09808
px08590,mk06,mk06:073,mk06:073:103,mk06:073:103:103,mk06:073:103:103:08279
px00617,mk06,mk06:073,mk06:073:103,mk06:073:103:103,mk06:073:103:103:04743
px01927,mk06,mk06:069,mk06:069:460,mk06:069:460:103,mk06:069:460:103:00965
px03115,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:08263
px02642,mk03,mk03:092,mk03:092:397,mk03:092:397:103,mk03:092:397:103:04201
px11344,mk03,mk03:092,mk03:092:397,mk03:092:397:103,mk03:092:397:103:00017
px02563,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:04452
px08845,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:07148
px02729,mk27,mk27:272,mk27:272:534,mk27:272:534:103,mk27:272:534:103:03126
px05729,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:03532
px06955,mk25,mk25:213,mk25:213:049,mk25:213:049:103,mk25:213:049:103:09342
px10045,mk25,mk25:213,mk25:213:049,mk25:213:049:103,mk25:213:049:103:09342
px02127,mk25,mk25:213,mk25:213:334,mk25:213:334:103,mk25:213:334:103:08671
px08262,mk25,mk25:255,mk25:255:032,mk25:255:032:103,mk25:255:032:103:01438
px10428,mk04,mk04:262,mk04:262:488,mk04:262:488:162,mk04:262:488:162:03407
px10891,mk04,mk04:262,mk04:262:488,mk04:262:488:162,mk04:262:488:162:00732
px07965,mk22,mk22:168,mk22:168:292,mk22:168:292:103,mk22:168:292:103:03795
px00806,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:03196
px04695,mk04,mk04:287,mk04:287:139,mk04:287:139:103,mk04:287:139:103:02157
px11443,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:03196
px06743,mk10,mk10:117,mk10:117:021,mk10:117:021:103,mk10:117:021:103:05707
px03141,mk22,mk22:168,mk22:168:292,mk22:168:292:103,mk22:168:292:103:10065
px04281,mk06,mk06:214,mk06:214:210,mk06:214:210:103,mk06:214:210:103:06885
px05339,mk22,mk22:168,mk22:168:205,mk22:168:205:116,mk22:168:205:116:05154
px10570,mk22,mk22:168,mk22:168:205,mk22:168:205:116,mk22:168:205:116:04869
px00567,mk22,mk22:098,mk22:098:272,mk22:098:272:103,mk22:098:272:103:00723
px08686,mk22,mk22:098,mk22:098:272,mk22:098:272:103,mk22:098:272:103:08067
px00548,mk22,mk22:098,mk22:098:272,mk22:098:272:103,mk22:098:272:103:00683
px00027,mk48,mk48:061,mk48:061:360,mk48:061:360:058,mk48:061:360:058:02900
px07969,mk48,mk48:061,mk48:061:360,mk48:061:360:058,mk48:061:360:058:04257
px03919,mk38,mk38:072,mk38:072:056,mk38:072:056:182,mk38:072:056:182:10431
px04487,mk06,mk06:080,mk06:080:103,mk06:080:103:103,mk06:080:103:103:06809
px07236,mk06,mk06:080,mk06:080:103,mk06:080:103:103,mk06:080:103:103:00093
px05399,mk06,mk06:080,mk06:080:103,mk06:080:103:103,mk06:080:103:103:10092
px08752,mk22,mk22:098,mk22:098:486,mk22:098:486:103,mk22:098:486:103:05153
px08456,mk50,mk50:267,mk50:267:103,mk50:267:103:103,mk50:267:103:103:03717
px01222,mk50,mk50:137,mk50:137:103,mk50:137:103:103,mk50:137:103:103:08892
px10778,mk50,mk50:211,mk50:211:103,mk50:211:103:103,mk50:211:103:103:04888
px02549,mk50,mk50:211,mk50:211:103,mk50:211:103:103,mk50:211:103:103:09269
px11987,mk50,mk50:011,mk50:011:103,mk50:011:103:103,mk50:011:103:103:04801
px00438,mk50,mk50:011,mk50:011:103,mk50:011:103:103,mk50:011:103:103:07182
px08789,mk50,mk50:011,mk50:011:103,mk50:011:103:103,mk50:011:103:103:08957
px10708,mk39,mk39:014,mk39:014:449,mk39:014:449:103,mk39:014:449:103:07514
px09768,mk39,mk39:201,mk39:201:449,mk39:201:449:103,mk39:201:449:103:07533
px01862,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:02209
px02700,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:02209
px12611,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:02209
px07465,mk10,mk10:117,mk10:117:021,mk10:117:021:103,mk10:117:021:103:01386
px02482,mk10,mk10:117,mk10:117:021,mk10:117:021:103,mk10:117:021:103:00655
px06423,mk04,mk04:116,mk04:116:103,mk04:116:103:103,mk04:116:103:103:05220
px10669,mk11,mk11:172,mk11:172:466,mk11:172:466:103,mk11:172:466:103:05260
px02707,mk11,mk11:172,mk11:172:466,mk11:172:466:103,mk11:172:466:103:05260
px07049,mk03,mk03:291,mk03:291:531,mk03:291:531:103,mk03:291:531:103:06058
px00327,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:04038
